RowId,YearStart,YearEnd,LocationAbbr,LocationDesc,Datasource,Class,Topic,Question,Data_Value_Unit,DataValueTypeID,Data_Value_Type,Data_Value,Data_Value_Alt,Data_Value_Footnote_Symbol,Data_Value_Footnote,Low_Confidence_Limit,High_Confidence_Limit,StratificationCategory1,Stratification1,StratificationCategory2,Stratification2,Geolocation,ClassID,TopicID,QuestionID,LocationID,StratificationCategoryID1,StratificationID1,StratificationCategoryID2,StratificationID2
BRFSS~2022~2022~32~Q31~TCC02~AGE~GENDER,2022,2022,NV,Nevada,BRFSS,Cognitive Decline,Functional difficulties associated with subjective cognitive decline or memory loss among older adults,Percentage of older adults who reported subjective cognitive decline or memory loss that interferes with their ability to engage in social activities or household chores,%,PRCTG,Percentage,,,****,Sample size of denominator and/or age group for age-standardization is less than 50 or relative standard error is more than 30%,,,Age Group,65 years or older,Gender,Male,POINT (-117.0718406 39.49324039),C06,TCC02,Q31,32,AGE,65PLUS,GENDER,MALE
BRFSS~2022~2022~45~Q41~TCC03~AGE~RACE,2022,2022,SC,South Carolina,BRFSS,Cognitive Decline,Need assistance with day-to-day activities because of subjective cognitive decline or memory loss,Percentage of older adults who reported that as a result of subjective cognitive decline or memory loss that they need assistance with day-to-day activities,%,PRCTG,Percentage,,,****,Sample size of denominator and/or age group for age-standardization is less than 50 or relative standard error is more than 30%,,,Age Group,Overall,Race/Ethnicity,Asian/Pacific Islander,POINT (-81.04537121 33.9988213),C06,TCC03,Q41,45,AGE,AGE_OVERALL,RACE,ASN
BRFSS~2022~2022~26~Q31~TCC02~AGE~RACE,2022,2022,MI,Michigan,BRFSS,Cognitive Decline,Functional difficulties associated with subjective cognitive decline or memory loss among older adults,Percentage of older adults who reported subjective cognitive decline or memory loss that interferes with their ability to engage in social activities or household chores,%,PRCTG,Percentage,37.6,37.6,,,28.2,48.0,Age Group,Overall,Race/Ethnicity,"White, non-Hispanic",POINT (-84.71439027 44.66131954),C06,TCC02,Q31,26,AGE,AGE_OVERALL,RACE,WHT
BRFSS~2022~2022~44~Q41~TCC03~AGE~RACE,2022,2022,RI,Rhode Island,BRFSS,Cognitive Decline,Need assistance with day-to-day activities because of subjective cognitive decline or memory loss,Percentage of older adults who reported that as a result of subjective cognitive decline or memory loss that they need assistance with day-to-day activities,%,PRCTG,Percentage,,,****,Sample size of denominator and/or age group for age-standardization is less than 50 or relative standard error is more than 30%,,,Age Group,Overall,Race/Ethnicity,Native Am/Alaskan Native,POINT (-71.52247031 41.70828019),C06,TCC03,Q41,44,AGE,AGE_OVERALL,RACE,NAA
BRFSS~2022~2022~55~Q41~TCC03~AGE~RACE,2022,2022,WI,Wisconsin,BRFSS,Cognitive Decline,Need assistance with day-to-day activities because of subjective cognitive decline or memory loss,Percentage of older adults who reported that as a result of subjective cognitive decline or memory loss that they need assistance with day-to-day activities,%,PRCTG,Percentage,,,****,Sample size of denominator and/or age group for age-standardization is less than 50 or relative standard error is more than 30%,,,Age Group,65 years or older,Race/Ethnicity,"Black, non-Hispanic",POINT (-89.81637074 44.39319117),C06,TCC03,Q41,55,AGE,65PLUS,RACE,BLK
BRFSS~2022~2022~41~Q42~TCC04~AGE~RACE,2022,2022,OR,Oregon,BRFSS,Cognitive Decline,Talked with health care professional about subjective cognitive decline or memory loss,Percentage of older adults with subjective cognitive decline or memory loss who reported talking with a health care professional about it,%,PRCTG,Percentage,,,****,Sample size of denominator and/or age group for age-standardization is less than 50 or relative standard error is more than 30%,,,Age Group,50-64 years,Race/Ethnicity,"Black, non-Hispanic",POINT (-120.1550313 44.56744942),C06,TCC04,Q42,41,AGE,5064,RACE,BLK
BRFSS~2022~2022~04~Q31~TCC02~AGE~RACE,2022,2022,AZ,Arizona,BRFSS,Cognitive Decline,Functional difficulties associated with subjective cognitive decline or memory loss among older adults,Percentage of older adults who reported subjective cognitive decline or memory loss that interferes with their ability to engage in social activities or household chores,%,PRCTG,Percentage,33.7,33.7,,,20.9,49.4,Age Group,50-64 years,Race/Ethnicity,"White, non-Hispanic",POINT (-111.7638113 34.86597028),C06,TCC02,Q31,4,AGE,5064,RACE,WHT
BRFSS~2022~2022~44~Q42~TCC04~AGE~GENDER,2022,2022,RI,Rhode Island,BRFSS,Cognitive Decline,Talked with health care professional about subjective cognitive decline or memory loss,Percentage of older adults with subjective cognitive decline or memory loss who reported talking with a health care professional about it,%,PRCTG,Percentage,52.4,52.4,,,39.3,65.1,Age Group,65 years or older,Gender,Male,POINT (-71.52247031 41.70828019),C06,TCC04,Q42,44,AGE,65PLUS,GENDER,MALE
BRFSS~2022~2022~45~Q30~TCC01~AGE~RACE,2022,2022,SC,South Carolina,BRFSS,Cognitive Decline,Subjective cognitive decline or memory loss among older adults,Percentage of older adults who reported subjective cognitive decline or memory loss that is happening more often or is getting worse in the preceding 12 months,%,PRCTG,Percentage,,,****,Sample size of denominator and/or age group for age-standardization is less than 50 or relative standard error is more than 30%,,,Age Group,Overall,Race/Ethnicity,Hispanic,POINT (-81.04537121 33.9988213),C06,TCC01,Q30,45,AGE,AGE_OVERALL,RACE,HIS
BRFSS~2022~2022~39~Q31~TCC02~AGE~GENDER,2022,2022,OH,Ohio,BRFSS,Cognitive Decline,Functional difficulties associated with subjective cognitive decline or memory loss among older adults,Percentage of older adults who reported subjective cognitive decline or memory loss that interferes with their ability to engage in social activities or household chores,%,PRCTG,Percentage,36.0,36.0,,,21.8,53.2,Age Group,50-64 years,Gender,Male,POINT (-82.40426006 40.06021014),C06,TCC02,Q31,39,AGE,5064,GENDER,MALE
BRFSS~2022~2022~23~Q42~TCC04~AGE~RACE,2022,2022,ME,Maine,BRFSS,Cognitive Decline,Talked with health care professional about subjective cognitive decline or memory loss,Percentage of older adults with subjective cognitive decline or memory loss who reported talking with a health care professional about it,%,PRCTG,Percentage,,,~,No Data Available,,,Age Group,65 years or older,Race/Ethnicity,"Black, non-Hispanic",POINT (-68.98503134 45.25422889),C06,TCC04,Q42,23,AGE,65PLUS,RACE,BLK
BRFSS~2022~2022~23~Q41~TCC03~AGE~RACE,2022,2022,ME,Maine,BRFSS,Cognitive Decline,Need assistance with day-to-day activities because of subjective cognitive decline or memory loss,Percentage of older adults who reported that as a result of subjective cognitive decline or memory loss that they need assistance with day-to-day activities,%,PRCTG,Percentage,,,****,Sample size of denominator and/or age group for age-standardization is less than 50 or relative standard error is more than 30%,,,Age Group,Overall,Race/Ethnicity,Native Am/Alaskan Native,POINT (-68.98503134 45.25422889),C06,TCC03,Q41,23,AGE,AGE_OVERALL,RACE,NAA
BRFSS~2022~2022~19~Q42~TCC04~AGE~OVERALL,2022,2022,IA,Iowa,BRFSS,Cognitive Decline,Talked with health care professional about subjective cognitive decline or memory loss,Percentage of older adults with subjective cognitive decline or memory loss who reported talking with a health care professional about it,%,PRCTG,Percentage,43.5,43.5,,,31.9,55.9,Age Group,50-64 years,,,POINT (-93.81649056 42.46940091),C06,TCC04,Q42,19,AGE,5064,OVERALL,OVERALL
BRFSS~2022~2022~16~Q31~TCC02~AGE~RACE,2022,2022,ID,Idaho,BRFSS,Cognitive Decline,Functional difficulties associated with subjective cognitive decline or memory loss among older adults,Percentage of older adults who reported subjective cognitive decline or memory loss that interferes with their ability to engage in social activities or household chores,%,PRCTG,Percentage,,,****,Sample size of denominator and/or age group for age-standardization is less than 50 or relative standard error is more than 30%,,,Age Group,50-64 years,Race/Ethnicity,Native Am/Alaskan Native,POINT (-114.36373 43.68263001),C06,TCC02,Q31,16,AGE,5064,RACE,NAA
BRFSS~2022~2022~09~Q30~TCC01~AGE~GENDER,2022,2022,CT,Connecticut,BRFSS,Cognitive Decline,Subjective cognitive decline or memory loss among older adults,Percentage of older adults who reported subjective cognitive decline or memory loss that is happening more often or is getting worse in the preceding 12 months,%,PRCTG,Percentage,7.9,7.9,,,5.5,11.4,Age Group,50-64 years,Gender,Male,POINT (-72.64984095 41.56266102),C06,TCC01,Q30,9,AGE,5064,GENDER,MALE
BRFSS~2022~2022~50~Q30~TCC01~AGE~GENDER,2022,2022,VT,Vermont,BRFSS,Cognitive Decline,Subjective cognitive decline or memory loss among older adults,Percentage of older adults who reported subjective cognitive decline or memory loss that is happening more often or is getting worse in the preceding 12 months,%,PRCTG,Percentage,9.9,9.9,,,8.5,11.5,Age Group,Overall,Gender,Female,POINT (-72.51764079 43.62538124),C06,TCC01,Q30,50,AGE,AGE_OVERALL,GENDER,FEMALE
BRFSS~2022~2022~32~Q41~TCC03~AGE~RACE,2022,2022,NV,Nevada,BRFSS,Cognitive Decline,Need assistance with day-to-day activities because of subjective cognitive decline or memory loss,Percentage of older adults who reported that as a result of subjective cognitive decline or memory loss that they need assistance with day-to-day activities,%,PRCTG,Percentage,,,~,No Data Available,,,Age Group,65 years or older,Race/Ethnicity,Asian/Pacific Islander,POINT (-117.0718406 39.49324039),C06,TCC03,Q41,32,AGE,65PLUS,RACE,ASN
BRFSS~2022~2022~12~Q42~TCC04~AGE~OVERALL,2022,2022,FL,Florida,BRFSS,Cognitive Decline,Talked with health care professional about subjective cognitive decline or memory loss,Percentage of older adults with subjective cognitive decline or memory loss who reported talking with a health care professional about it,%,PRCTG,Percentage,50.6,50.6,,,42.4,58.7,Age Group,Overall,,,POINT (-81.92896054 28.93204038),C06,TCC04,Q42,12,AGE,AGE_OVERALL,OVERALL,OVERALL
BRFSS~2022~2022~32~Q30~TCC01~AGE~RACE,2022,2022,NV,Nevada,BRFSS,Cognitive Decline,Subjective cognitive decline or memory loss among older adults,Percentage of older adults who reported subjective cognitive decline or memory loss that is happening more often or is getting worse in the preceding 12 months,%,PRCTG,Percentage,,,****,Sample size of denominator and/or age group for age-standardization is less than 50 or relative standard error is more than 30%,,,Age Group,Overall,Race/Ethnicity,Native Am/Alaskan Native,POINT (-117.0718406 39.49324039),C06,TCC01,Q30,32,AGE,AGE_OVERALL,RACE,NAA
BRFSS~2022~2022~04~Q41~TCC03~AGE~RACE,2022,2022,AZ,Arizona,BRFSS,Cognitive Decline,Need assistance with day-to-day activities because of subjective cognitive decline or memory loss,Percentage of older adults who reported that as a result of subjective cognitive decline or memory loss that they need assistance with day-to-day activities,%,PRCTG,Percentage,,,****,Sample size of denominator and/or age group for age-standardization is less than 50 or relative standard error is more than 30%,,,Age Group,Overall,Race/Ethnicity,Native Am/Alaskan Native,POINT (-111.7638113 34.86597028),C06,TCC03,Q41,4,AGE,AGE_OVERALL,RACE,NAA
BRFSS~2022~2022~12~Q42~TCC04~AGE~RACE,2022,2022,FL,Florida,BRFSS,Cognitive Decline,Talked with health care professional about subjective cognitive decline or memory loss,Percentage of older adults with subjective cognitive decline or memory loss who reported talking with a health care professional about it,%,PRCTG,Percentage,,,****,Sample size of denominator and/or age group for age-standardization is less than 50 or relative standard error is more than 30%,,,Age Group,65 years or older,Race/Ethnicity,Hispanic,POINT (-81.92896054 28.93204038),C06,TCC04,Q42,12,AGE,65PLUS,RACE,HIS
BRFSS~2022~2022~12~Q42~TCC04~AGE~RACE,2022,2022,FL,Florida,BRFSS,Cognitive Decline,Talked with health care professional about subjective cognitive decline or memory loss,Percentage of older adults with subjective cognitive decline or memory loss who reported talking with a health care professional about it,%,PRCTG,Percentage,,,****,Sample size of denominator and/or age group for age-standardization is less than 50 or relative standard error is more than 30%,,,Age Group,50-64 years,Race/Ethnicity,Asian/Pacific Islander,POINT (-81.92896054 28.93204038),C06,TCC04,Q42,12,AGE,5064,RACE,ASN
BRFSS~2022~2022~55~Q41~TCC03~AGE~RACE,2022,2022,WI,Wisconsin,BRFSS,Cognitive Decline,Need assistance with day-to-day activities because of subjective cognitive decline or memory loss,Percentage of older adults who reported that as a result of subjective cognitive decline or memory loss that they need assistance with day-to-day activities,%,PRCTG,Percentage,,,****,Sample size of denominator and/or age group for age-standardization is less than 50 or relative standard error is more than 30%,,,Age Group,Overall,Race/Ethnicity,Native Am/Alaskan Native,POINT (-89.81637074 44.39319117),C06,TCC03,Q41,55,AGE,AGE_OVERALL,RACE,NAA
BRFSS~2022~2022~44~Q41~TCC03~AGE~OVERALL,2022,2022,RI,Rhode Island,BRFSS,Cognitive Decline,Need assistance with day-to-day activities because of subjective cognitive decline or memory loss,Percentage of older adults who reported that as a result of subjective cognitive decline or memory loss that they need assistance with day-to-day activities,%,PRCTG,Percentage,34.0,34.0,,,27.4,41.3,Age Group,Overall,,,POINT (-71.52247031 41.70828019),C06,TCC03,Q41,44,AGE,AGE_OVERALL,OVERALL,OVERALL
BRFSS~2022~2022~39~Q30~TCC01~AGE~GENDER,2022,2022,OH,Ohio,BRFSS,Cognitive Decline,Subjective cognitive decline or memory loss among older adults,Percentage of older adults who reported subjective cognitive decline or memory loss that is happening more often or is getting worse in the preceding 12 months,%,PRCTG,Percentage,11.5,11.5,,,8.4,15.6,Age Group,65 years or older,Gender,Male,POINT (-82.40426006 40.06021014),C06,TCC01,Q30,39,AGE,65PLUS,GENDER,MALE
BRFSS~2022~2022~26~Q30~TCC01~AGE~RACE,2022,2022,MI,Michigan,BRFSS,Cognitive Decline,Subjective cognitive decline or memory loss among older adults,Percentage of older adults who reported subjective cognitive decline or memory loss that is happening more often or is getting worse in the preceding 12 months,%,PRCTG,Percentage,,,~,No Data Available,,,Age Group,65 years or older,Race/Ethnicity,Hispanic,POINT (-84.71439027 44.66131954),C06,TCC01,Q30,26,AGE,65PLUS,RACE,HIS
BRFSS~2022~2022~55~Q31~TCC02~AGE~GENDER,2022,2022,WI,Wisconsin,BRFSS,Cognitive Decline,Functional difficulties associated with subjective cognitive decline or memory loss among older adults,Percentage of older adults who reported subjective cognitive decline or memory loss that interferes with their ability to engage in social activities or household chores,%,PRCTG,Percentage,26.2,26.2,,,20.0,33.6,Age Group,Overall,Gender,Male,POINT (-89.81637074 44.39319117),C06,TCC02,Q31,55,AGE,AGE_OVERALL,GENDER,MALE
BRFSS~2022~2022~32~Q41~TCC03~AGE~OVERALL,2022,2022,NV,Nevada,BRFSS,Cognitive Decline,Need assistance with day-to-day activities because of subjective cognitive decline or memory loss,Percentage of older adults who reported that as a result of subjective cognitive decline or memory loss that they need assistance with day-to-day activities,%,PRCTG,Percentage,17.1,17.1,,,9.6,28.6,Age Group,65 years or older,,,POINT (-117.0718406 39.49324039),C06,TCC03,Q41,32,AGE,65PLUS,OVERALL,OVERALL
BRFSS~2022~2022~39~Q42~TCC04~AGE~OVERALL,2022,2022,OH,Ohio,BRFSS,Cognitive Decline,Talked with health care professional about subjective cognitive decline or memory loss,Percentage of older adults with subjective cognitive decline or memory loss who reported talking with a health care professional about it,%,PRCTG,Percentage,59.2,59.2,,,47.8,69.7,Age Group,50-64 years,,,POINT (-82.40426006 40.06021014),C06,TCC04,Q42,39,AGE,5064,OVERALL,OVERALL
